Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,11.93,12.22,11.93,12.18,4800,12.029435
2016-01-05,12.32,12.32,11.99,12.13,2700,11.980053
2016-01-06,12.15,12.37,12.12,12.24,8600,12.088693
2016-01-07,12.25,12.83,12.25,12.72,35100,12.56276
2016-01-08,12.64,12.64,12.21,12.51,12600,12.355356
2016-01-11,12.48,12.49,11.97,11.97,4300,11.822031
2016-01-12,11.77,11.8,11.53,11.76,10100,11.614627
2016-01-13,11.72,11.75,11.62,11.69,1600,11.545492
2016-01-14,11.72,11.73,11.37,11.45,8800,11.308459
2016-01-15,11.65,11.65,11.3,11.31,9200,11.17019
2016-01-19,11.44,11.44,10.84,11.0,3200,10.864022
2016-01-20,10.86,11.07,10.84,11.02,22700,10.883775
2016-01-21,11.14,11.23,10.92,11.23,9600,11.091178
2016-01-22,11.16,11.32,11.1,11.32,9900,11.180066
2016-01-25,11.52,11.6,11.37,11.41,1600,11.268953
2016-01-26,11.64,12.06,11.64,12.05,5800,11.901042
2016-01-27,11.89,12.21,11.89,12.21,1300,12.059064
2016-01-28,12.11,12.19,12.07,12.1,6400,11.950424
2016-01-29,12.32,12.36,12.31,12.36,2700,12.20721
2016-02-01,12.45,12.76,12.45,12.73,11000,12.572636
2016-02-02,12.69,12.69,12.38,12.52,3300,12.365233
2016-02-03,12.84,13.27,12.84,13.27,6500,13.105961
2016-02-04,13.62,14.22,13.62,13.98,24900,13.807184
2016-02-05,13.96,14.48,13.63,14.29,20600,14.113352
2016-02-08,15.11,15.35,15.02,15.16,37100,14.972597
2016-02-09,15.42,15.42,14.56,14.56,26700,14.380015
2016-02-10,14.38,14.62,14.23,14.62,6200,14.439273
2016-02-11,15.46,15.8,15.32,15.67,20100,15.476293
2016-02-12,15.54,15.96,15.47,15.81,13700,15.614563
2016-02-16,15.75,15.75,14.89,14.89,26500,14.705935
2016-02-17,15.11,15.47,15.1,15.37,6500,15.180001
2016-02-18,15.2,15.96,15.12,15.95,21600,15.752832
2016-02-19,15.78,15.98,15.78,15.92,3900,15.723203
2016-02-22,15.82,15.99,15.37,15.98,13100,15.78246
2016-02-23,16.16,16.290001,16.02,16.120001,12700,15.920731
